OBJECTID,INDEX_NUM,OBSERVER,SPECIES,SCIENTIFIC,TOWN,ROAD_INTER,SPECIFIC_L,COMMENTS,N_GPS_COOR,W_GPS_COOR,LAND_COVER,LAND_COV2,PROXIMITY_,LIVE_SIGHT,ROADKILL,OTHER,COUNTY_G,PLOTBY_X,PLOTBY_Y,DATE_,HOUR,LAT,LONG
305,305,EAH,Virginia opossum,Didelphis virginiana,,Co Rd 1,Co Rd 1 just south/east of split with Co Rd 88(?),,4571963.3,544398,Sparse residential,"Patches of decid, Muck Ag",,0,1,0,Orange,544398,4571963.3,3/20/2001,1235,41.29790047,-74.4696966
306,306,EAH,Woodchuck,Marmota monax,,Co Rd 1A,Co Rd 1A,,4567327.6,551694,Ag fields,,,0,1,0,Orange,551694,4567327.6,3/20/2001,1245,41.25571099,-74.38294882
307,307,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 94,"Rt 94 N of 1A, S of 17A",,4566574.9,553484.7,small town,"some Ag, some SNH",,0,1,0,Orange,553484.7,4566574.9,3/20/2001,1250,41.24881467,-74.36164118
308,308,EAH,Common muskrat,Ondatra zibethicus,,Rt 94,Rt 94 near 17A,No natural habitat in sight; must be dispersing,4566732,553529.7,small town,deciduous forest in distance,none,0,1,0,Orange,553529.7,4566732,3/20/2001,1250,41.25022674,-74.36109033
309,309,EAH,Striped skunk,Mephitis mephitis,,Rt 94,"Rt 94, just N of little town",,4569391.4,554160.6,deciduous woods,"ag fields, small town",,0,1,0,Orange,554160.6,4569391.4,3/20/2001,1300,41.2741386,-74.35332435
310,310,EAH,Woodchuck,Marmota monax,,Rt 94,Rt 94 just S of Rt 17/US 6,Plot on map,4578293.527,559044.7872,open fields,sparse residential,,0,1,0,Orange,559044.7872,4578293.527,3/20/2001,1340,41.35397828,-74.29414693
311,311,EAH,Virginia opossum,Didelphis virginiana,,Rt 94,Rt 94 just S of Rt 17/US 6,Plot on map,4578325.158,559065.0782,open fields,sparse residential,,0,1,0,Orange,559065.0782,4578325.158,3/20/2001,1340,41.3542617,-74.2939013
312,312,EAH,Deer mouse,Peromyscus sp.,,Rt 94,Rt 94 just S of Rt 17/US 6,Plot on map/ collected specimen,4578357.387,559089.5469,open fields,sparse residential,,0,1,0,Orange,559089.5469,4578357.387,3/20/2001,1340,41.35455019,-74.29360567
313,314,EAH,Virginia opossum,Didelphis virginiana,,US 6,"US 6, west of 17M",,4584950.2,546891.5,ag fields,,,0,1,0,Orange,546891.5,4584950.2,3/20/2001,1430,41.41473564,-74.43891111
314,315,EAH,White-tailed deer,Odocoileus virginianus,,US 6,"US 6, west of 17M",,4584950.2,546891.5,ag fields,,,0,1,0,Orange,546891.5,4584950.2,3/20/2001,1430,41.41473564,-74.43891111
315,316,EAH,Common raccoon,Procyon lotor,,Rt 17,"Rt 17, .8mi E of Goshen town line",,4585788.6,553878.4,SNH,wet marshy-shrubby,,0,1,0,Orange,553878.4,4585788.6,3/20/2001,1515,41.42184907,-74.35523814
316,317,EAH,Common muskrat,Ondatra zibethicus,,Rt 17,"Rt 17 at exit 124, Florida/Rt207",Point taken .4mi east of sighting,4582354.2,556736.2,Wetland!,,100ft,0,1,0,Orange,556736.2,4582354.2,3/20/2001,1520,41.39071881,-74.3213631
317,318,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 293,"Rt 293, 1.2 mi N of US 6",plot on map,4576290.54,577560.0447,deciduous,,,1,0,0,Orange,577560.0447,4576290.54,3/20/2001,1550,41.33436808,-74.07308595
318,319,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 17K,Rt 17K in town,,4594946.9,579818.1,urban,,,1,0,0,Orange,579818.1,4594946.9,3/20/2001,1625,41.50217292,-74.04364175
319,320,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 17K,"Rt 17K at Rt 300, Newburgh",plot on map,4595195.287,577595.9644,commercial,some trees,,0,1,0,Orange,577595.9644,4595195.287,3/20/2001,1635,41.50462825,-74.07023134
320,321,EAH,Common muskrat,Ondatra zibethicus,,Rt 17K,Rt 17K near Stewar Arpt,,4596405.1,574739.9,"deciduous, scrubby wet",,,0,1,0,Orange,574739.9,4596405.1,3/20/2001,1645,41.51579578,-74.10429893
321,322,EAH,Virginia opossum,Didelphis virginiana,,Co Rd 23,Co Rd 23 off Rt 17K,,4597801.2,573685.7,suburban/residential,,,0,1,0,Orange,573685.7,4597801.2,3/20/2001,1650,41.52846723,-74.1167603
322,323,EAH,Common muskrat,Ondatra zibethicus,,Rt 17K,Rt 17K at Co Rd 23,,4597400.2,573452.6,commercial,some deciduous beyond,,0,1,0,Orange,573452.6,4597400.2,3/20/2001,1655,41.52487711,-74.11960301
323,324,EAH,Common raccoon,Procyon lotor,,Rt 17K,Rt 17K,,4597528.8,571868.9,"open fields, some shrub",deciduous,,0,1,0,Orange,571868.9,4597528.8,3/20/2001,1700,41.52617908,-74.13856767
324,325,EAH,Common raccoon,Procyon lotor,,Rt 17K,Rt 17K at Browns Road,,4597500.4,571421.7,some Ag,some SNH,,0,1,0,Orange,571421.7,4597500.4,3/20/2001,1705,41.52596332,-74.14393067
325,326,EAH,Striped skunk,Mephitis mephitis,,Rt 17K,Rt 17K,,4597381,566940.6,SNH/scrubby,,,0,1,0,Orange,566940.6,4597381,3/20/2001,1710,41.5252752,-74.19764975
326,327,EAH,Common muskrat,Ondatra zibethicus,,Rt 211,Rt 211 at Canning Rd,,4595082.8,561751.4,open fields (airport),deciduous forest/wet?,,0,1,0,Orange,561751.4,4595082.8,3/20/2001,1725,41.50499316,-74.2600781
327,328,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 211,Rt 211,,4592463.4,558389.9,open-fields,,,0,1,0,Orange,558389.9,4592463.4,3/20/2001,1730,41.48165283,-74.30060736
328,329,EAH,Woodchuck,Marmota monax,,Rt 211,Rt 211,,4592065.9,557591,open-fields,some patches of woods,,0,1,0,Orange,557591,4592065.9,3/20/2001,1740,41.4781304,-74.31021386
329,330,EAH,Striped skunk,Mephitis mephitis,,Rt 211,Rt 211,,4592065.9,557591,open-fields,some patches of woods,,0,1,0,Orange,557591,4592065.9,3/20/2001,1740,41.4781304,-74.31021386
330,331,EAH,Woodchuck,Marmota monax,,Rt 211,Rt 211 nearing Rt 17,,4591721.1,556962.6,Deciduous,open fields,,0,1,0,Orange,556962.6,4591721.1,3/20/2001,1740,41.47506973,-74.31777246
331,332,EAH,Virginia opossum,Didelphis virginiana,,Rt 211,Rt 211,,4590814,554862.2,Shrubby/SNH,house,,0,1,0,Orange,554862.2,4590814,3/20/2001,1750,41.46704601,-74.34300933
332,333,EAH,Woodchuck,Marmota monax,,,,,4590812.3,555241.9,deciduous,,,0,1,0,Orange,555241.9,4590812.3,3/20/2001,1755,41.46700464,-74.33846276
333,334,EAH,Common muskrat,Ondatra zibethicus,,US 9W,US 9W,,4669951.9,589802.2,deciduous,"some open, wetland beyond",,0,1,0,Greene,589802.2,4669951.9,3/30/2001,1115,42.17655959,-73.91265869
334,335,EAH,White-tailed deer,Odocoileus virginianus,,US 9W,US 9W,,4669951.9,589802.2,deciduous,"some open, wetland beyond",,0,1,0,Greene,589802.2,4669951.9,3/30/2001,1115,42.17655959,-73.91265869
335,336,EAH,American beaver,Castor canadensis,,Rt 28,"Rt 28, Shokan",lodge in middle of pond- photo was deleted by accide,4648921.4,568663.5,water,deciduouse,in middle of pon,0,0,1,Ulster,568663.5,4648921.4,3/30/2001,1245,41.98930789,-74.17104897
336,337,EAH,Common raccoon,Procyon lotor,,Rt 28,"Rt 28, Shokan",,4650198.1,570860.4,Pine-SNH,,,0,1,0,Ulster,570860.4,4650198.1,3/30/2001,1250,42.00061086,-74.14437536
337,338,EAH,White-tailed deer,Odocoileus virginianus,,US 209,"US 209, near marbletown rd",,4639785.2,575882.3,Deciduous,sparse residential,,0,1,0,Ulster,575882.3,4639785.2,3/30/2001,1320,41.9063686,-74.08508637
338,339,EAH,Virginia opossum,Didelphis virginiana,,US 209,"US 209, near marbletown rd",juvenile,4639785.2,575882.3,Deciduous,sparse residential,,0,1,0,Ulster,575882.3,4639785.2,3/30/2001,1320,41.9063686,-74.08508637
339,340,EAH,Virginia opossum,Didelphis virginiana,,US 209,"US 209, marbletown",,4635267.9,572540.6,deciduous,open/sparse residental,,0,1,0,Ulster,572540.6,4635267.9,3/30/2001,1340,41.86600065,-74.12592738
340,341,EAH,Common muskrat,Ondatra zibethicus,,US 209,"US 209, marbletown-Stone Ridge S of CoRd 26",,4632928.3,570778.9,deciduous woods/wetland,small town,,0,1,0,Ulster,570778.9,4632928.3,3/30/2001,1355,41.84509004,-74.14743245
341,342,EAH,Virginia opossum,Didelphis virginiana,,US 209,"US 209, S of branch from Rt 213",,4631300.7,569202.6,sparse residential/open,deciduous forest beyond,,0,1,0,Ulster,569202.6,4631300.7,3/30/2001,1400,41.83057129,-74.16660803
342,343,EAH,Virginia opossum,Didelphis virginiana,,US 209,US 209,juvenile,4627806.5,565650.1,"deciduous-SNH, patchy, young",Mixed/Plantation,,0,1,0,Ulster,565650.1,4627806.5,3/30/2001,1420,41.7994046,-74.20977292
343,344,EAH,Virginia opossum,Didelphis virginiana,,US 209,US 209 near Rondout RV park,,4626678.2,562339.5,open- field/ag,deciduous beyond,,0,1,0,Ulster,562339.5,4626678.2,3/30/2001,1425,41.78951008,-74.24973759
344,345,EAH,Striped skunk,Mephitis mephitis,,US 209,US 209,,4626422.7,560412.8,open-fields/ag,patches of deciduous,,0,1,0,Ulster,560412.8,4626422.7,3/30/2001,1428,41.78735806,-74.2729498
345,346,EAH,Striped skunk,Mephitis mephitis,,US 209,"US 209, Kerhonkson",,4625305.4,558570.7,residential,deciduous beyond,,0,1,0,Ulster,558570.7,4625305.4,3/30/2001,1440,41.77743345,-74.29522749
346,347,EAH,Striped skunk,Mephitis mephitis,,US 209,"US 209, 1.8 mi S of 44/55",,4623757.5,554509.6,deciduous,residential,,0,1,0,Ulster,554509.6,4623757.5,3/30/2001,1450,41.76378175,-74.34423291
347,348,EAH,Common muskrat,Ondatra zibethicus,,US 209,"US 209, 2 mi S of 44/55",,4623629.3,554293.4,deciduous hillside,,,0,1,0,Ulster,554293.4,4623629.3,3/30/2001,1455,41.76264194,-74.3468454
348,349,EAH,White-tailed deer,Odocoileus virginianus,,US 209,US 209 N of Ellenville,,4620520.7,551484.5,suburban,deciduous beyond,,0,1,0,Ulster,551484.5,4620520.7,3/30/2001,1510,41.73483134,-74.38090384
349,350,EAH,Striped skunk,Mephitis mephitis,,US 44/Rt55,US 44/Rt 55 E of Mohonk Preserve,,4617429.2,567027.9,open- Ag/pasture,scattered patches of woods,,0,1,0,Ulster,567027.9,4617429.2,3/30/2001,1540,41.70582966,-74.19435954
350,351,EAH,White-tailed deer,Odocoileus virginianus,,US 44/Rt55,US 44/ rt 55 W of a bridge/river,,4615403.2,569589.1,mix of open and deciduous,,,0,1,0,Ulster,569589.1,4615403.2,3/30/2001,1545,41.68736321,-74.16381475
351,352,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 208,Rt 208,,4617548.3,573455.2,orchard,sparse residential,,0,1,0,Ulster,573455.2,4617548.3,3/30/2001,1600,41.70633477,-74.11710052
352,353,EAH,Virginia opossum,Didelphis virginiana,,Rt 208,Rt 208nat Old Ford Rd,,4618100.1,573730.3,orchard/ag,3 houses,,0,1,0,Ulster,573730.3,4618100.1,3/30/2001,1610,41.71127886,-74.11372606
353,354,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 208,Rt 208 S of New Paltz,,4620226,575179.1,deciduous,residential,,0,1,0,Ulster,575179.1,4620226,3/30/2001,1610,41.73028906,-74.09604455
354,355,EAH,Common raccoon,Procyon lotor,,Rt 32,Rt 32 N of New Paltz,,4624912.3,576800.1,successional shrub,"sparse residential, deciduous bey",,0,1,0,Ulster,576800.1,4624912.3,3/30/2001,1620,41.77233837,-74.07595089
355,356,EAH,American beaver,Castor canadensis,,Rt 32,Rt 32 at Co Rd 28,Nearby stream with gull/culvert to go under road,4637686.2,579346.3,stream,deciduous forest,up hill from str,0,1,0,Ulster,579346.3,4637686.2,3/30/2001,1645,41.88712557,-74.04360848
356,357,EAH,Virginia opossum,Didelphis virginiana,,Rt 32,Rt 32,,4650151.5,585387.4,SNH,"Ag, some houses",,0,1,0,Ulster,585387.4,4650151.5,3/30/2001,1705,41.99874988,-73.96899674
357,358,EAH,Striped skunk,Mephitis mephitis,,Rt 32,"Rt 32, N of Greene Co line, just S of jct w/ 23A",plot on map,4671601.346,583721.9887,sparse residential,"deciduous woods, some plantation",,0,1,0,Greene,583721.9887,4671601.346,3/30/2001,1740,42.1920869,-73.98603009
358,359,EAH,Striped skunk,Mephitis mephitis,,Rt 211,Rt 211 at Rt 17 on ramp,plot on map,4589933.943,551923.4791,,,,0,0,0,Orange,551923.4791,4589933.943,3/20/2001,0,41.45931496,-74.37827504
359,360,EAH,Striped skunk,Mephitis mephitis,,Rt 17,Rt 17/US 6 at Exit 130 where 6 diverges from Rt 17,plot on map,4577314.866,567841.9748,open/commercial,,,0,0,0,Orange,567841.9748,4577314.866,3/20/2001,0,41.34447068,-74.18909946
360,361,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 7,Rt 7 just East of Albany county line,,4736178,596222.5,suburban,,,0,1,0,Albany,596222.5,4736178,4/26/2001,1530,42.77209881,-73.82382104
361,362,EAH,Common muskrat,Ondatra zibethicus,,Rt 7,"Rt 7, near marriot residence inn",,4735438.8,597356.8,suburban,deciduous beyond,,0,1,0,Albany,597356.8,4735438.8,4/26/2001,1535,42.76530019,-73.8100862
362,363,EAH,Common muskrat,Ondatra zibethicus,,Rt 7,"Rt 7, 1 mile W of exit for 787",plot on map,4733945.564,604980.7027,,,,0,1,0,Albany,604980.7027,4733945.564,4/26/2001,1600,42.7508503,-73.71720471
363,364,EAH,Virginia opossum,Didelphis virginiana,,Rt 7,"Rt 7, Hoosick St- in Troy at 25th St",plot on map,4732518.843,609222.8839,urban,,,0,1,0,Rensselaer,609222.8838,4732518.843,4/26/2001,1600,42.73741319,-73.66565703
364,365,EAH,Common muskrat,Ondatra zibethicus,,Rt 7,"Rt 7, Raymertown",,4740926.3,619557.5,sparse residential,deciduous with wettish ditch area,,0,1,0,Rensselaer,619557.5,4740926.3,4/26/2001,1630,42.81156112,-73.53766039
365,366,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 7,"Rt 7, Taylors Lane","nape not particularly rusty, but hard to tell",4744745.9,624823.5,sparse residential,open,,0,1,0,Rensselaer,624823.5,4744745.9,4/26/2001,1640,42.84510522,-73.47242575
366,367,EAH,Porcupine,Erethizon dorsatum,,Rt 7,Rt 7,,4744558.5,632362.3,Mixed(Pine-SNH)/Pine Plantat,open,,0,1,0,Rensselaer,632362.3,4744558.5,4/26/2001,1700,42.84215047,-73.38024591
367,368,EAH,Woodchuck,Marmota monax,,Rt 7,Rt 7 at Rt 22,,4745581.5,634823.5,"Mixed Forest, pine or hemloc",Mowed along road,,0,1,0,Rensselaer,634823.5,4745581.5,4/26/2001,1700,42.85092914,-73.34989446
368,369,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 7,Rt 7 between Rt 22N and Rt 22S,Can't see if nape is rusty or not,4745915,635237.8,Open/ commercial,Mixed forest beyond,,0,1,0,Rensselaer,635237.8,4745915,4/26/2001,1700,42.85385798,-73.34474571
369,370,EAH,Striped skunk,Mephitis mephitis,,Rt 22,Rt 22 north of Rt 7,,4746790.7,635439.3,Ag and pasture,Patches of deciduous and plantati,,0,1,0,Rensselaer,635439.3,4746790.7,4/26/2001,1730,42.86170495,-73.34206952
370,371,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 22,"Rt 22, between N Petersburgh and Rt 2, N of o Rd 94",plot on map,4736946.092,635469.1344,Mixed forest- Pine-SNH,scattered Ag,,0,1,0,Rensselaer,635469.1344,4736946.092,4/26/2001,1800,42.77308239,-73.34407135
371,372,EAH,White-tailed deer,Odocoileus virginianus,,Rt 22,Rt 22 just S of Co Rd 94,,4734928.5,635560.6,Mostly Mixed forest,some deciduous,,0,1,0,Rensselaer,635560.6,4734928.5,4/26/2001,1800,42.75490448,-73.34343784
372,373,EAH,Woodchuck,Marmota monax,,Rt 22,Rt 22 S of Rt 2,,4728992.1,632882.3,Open- ag and pasture,Mixed forest,,0,1,0,Rensselaer,632882.3,4728992.1,4/26/2001,1810,42.70193428,-73.37754763
373,374,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,Rt 22 near jct with US 20,,4703487.5,632777.1,Suburban,some open beyond,,0,1,0,Columbia,632777.1,4703487.5,4/26/2001,1830,42.47235639,-73.38477158
374,375,EAH,Common raccoon,Procyon lotor,,Rt 22,Rt 22 S of divergence from US 20,,4694271,630370.9,Mixed forest,,,0,1,0,Columbia,630370.9,4694271,4/26/2001,1845,42.38979323,-73.41612286
375,376,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 22,"Rt 22, Austerlitz",,4684289.6,626193.5,Mostly woods,some open fields and houses,,0,1,0,Columbia,626193.5,4684289.6,4/26/2001,1900,42.30062155,-73.46903859
376,377,EAH,Striped skunk,Mephitis mephitis,,Rt 22,Rt 22 at Rt 71,,4680030.9,625792.2,Mixed forest,Deciduous forest,,0,1,0,Columbia,625792.2,4680030.9,4/26/2001,1905,42.26234525,-73.4748306
377,378,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,Rt 22,,4673908.4,623107.6,Mixed forest- Pine-SNH,scattered open fields,,0,1,0,Columbia,623107.6,4673908.4,4/26/2001,1915,42.2076511,-73.50866788
378,379,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,Rt 22,,4671640.4,622727.5,Pasture- stables,Sparse residential,,0,1,0,Columbia,622727.5,4671640.4,4/26/2001,1920,42.18729134,-73.51374959
379,380,EAH,Common raccoon,Procyon lotor,,Rt 22,"Rt 22, Copake",,4661470.4,620519.6,Some SNH / woods,open fields,,0,1,0,Columbia,620519.6,4661470.4,4/26/2001,1930,42.09606879,-73.54258097
380,381,EAH,Virginia opossum,Didelphis virginiana,,US 6,US 6 between Palisades and Rt 17,plot on map,4573750.866,574107.3682,Deciduous,,,0,1,0,Orange,574107.3682,4573750.866,4/27/2001,800,41.31181901,-74.11465345
381,382,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 9D,Rt 9D north of US 6 and south of Rt 301,,4580267.1,588010.9,Deciduous forest,,,0,1,0,Putnam,588010.9,4580267.1,4/27/2001,825,41.36910812,-73.94763092
382,383,EAH,Virginia opossum,Didelphis virginiana,,Rt 301,Rt 301 just west of 9D,,4586635.7,588387.7,Suburban,,,0,1,0,Putnam,588387.7,4586635.7,4/27/2001,840,41.42642294,-73.94219651
383,384,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 301,"Rt 301, .5 mile west of 9D",plot on map,4586389.805,587958.6006,Suburban,,,1,0,0,Putnam,587958.6006,4586389.805,4/27/2001,841,41.4242555,-73.9473668
384,385,EAH,Virginia opossum,Didelphis virginiana,,US  9,US 9,,4591297,590420.4,Suburban,Decidous woods,,0,1,0,Putnam,590420.4,4591297,4/27/2001,850,41.46817605,-73.91717592
385,386,EAH,Virginia opossum,Didelphis virginiana,,US 9,US 9,,4602064.9,591244.9,Suburban,Commercial,,0,1,0,Dutchess,591244.9,4602064.9,4/27/2001,915,41.56505607,-73.90567147
386,387,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 44,US 44at Taconic Parkway,,4625906.8,602556.9,Deciduous,,,0,1,0,Dutchess,602556.9,4625906.8,4/27/2001,1000,41.77838366,-73.76593722
387,388,EAH,Virginia opossum,Didelphis virginiana,,US 44,US 44/Rt 82,,4626136.7,604193.1,Suburban/sparse residential,Deciduous,,0,1,0,Dutchess,604193.1,4626136.7,4/27/2001,1010,41.78024072,-73.74621308
388,389,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 343,Rt 343 at US 44,,4625672,607915.9,Some open/houses,Deciduous,,0,1,0,Dutchess,607915.9,4625672,4/27/2001,1015,41.77555867,-73.70151083
389,390,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 343,Rt 343 at Co Rd Chesnut ridge Rd,,4625212.9,612695.6,Deciduous,Pasture,,0,1,0,Dutchess,612695.6,4625212.9,4/27/2001,1020,41.77076038,-73.64410176
390,391,EAH,Virginia opossum,Didelphis virginiana,,Rt 343,Rt 343,,4624342,614875.5,Deciduous,,,0,1,0,Dutchess,614875.5,4624342,4/27/2001,1020,41.76260595,-73.61804988
391,392,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,Rt 22 at Wassaic DOT thing,,4626462.3,619458.7,Deciduous to west,Open fields to east,,0,1,0,Dutchess,619458.7,4626462.3,4/27/2001,1040,41.78102121,-73.5625042
392,393,EAH,Striped skunk,Mephitis mephitis,,Rt 22,Rt 22/343 Wassaic Train station,,4631154.3,619228.8,Deciduous- SNH,open fields,,0,1,0,Dutchess,619228.8,4631154.3,4/27/2001,1050,41.82330324,-73.56432692
393,394,EAH,Virginia opossum,Didelphis virginiana,,Rt 343,Rt 343,,4634532.8,620938.6,suburban,deciduous,,0,1,0,Dutchess,620938.6,4634532.8,4/27/2001,1100,41.85346414,-73.54305507
394,395,EAH,Common muskrat,Ondatra zibethicus,,Old North Rd,Old north Rd/ Mygatt Road between Rt 343 and Rt 22/44 in Amenia,"plot on map, took picture",4635141.41,620851.5572,Pond,Deciduous,In pond,1,0,0,Dutchess,620851.5572,4635141.411,4/27/2001,1100,41.85895735,-73.54397903
395,396,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,"Rt 22, N of columbia/dutchess line",,4654549.6,621955.6,Deciduous to west,Ag to east,,0,1,0,Columbia,621955.6,4654549.6,4/27/2001,1200,42.03353498,-73.52666294
396,397,EAH,White-tailed deer,Odocoileus virginianus,,Rt 22,"Rt 22, N of columbia/dutchess line",,4654549.6,621955.6,Deciduous to west,Ag to east,,0,1,0,Columbia,621955.6,4654549.6,4/27/2001,1200,42.03353498,-73.52666294
397,398,EAH,Common raccoon,Procyon lotor,,Rt 22,"Rt 22, Boston Corners",,4656626,621945.2,Deciduous,Ag,,0,1,0,Columbia,621945.2,4656626,4/27/2001,1205,42.0522317,-73.52635651
398,399,EAH,Striped skunk,Mephitis mephitis,,Rt 22,"Rt 22, Boston Corners",,4656626,621945.2,deciduous,Ag,,0,1,0,Columbia,621945.2,4656626,4/27/2001,1205,42.0522317,-73.52635651
399,400,EAH,Virginia opossum,Didelphis virginiana,,Rt 22,Rt 22,,4657634,621952.1,Deciduous to west,Ag(hay) to east,,0,1,0,Columbia,621952.1,4657634,4/27/2001,1207,42.06130625,-73.52606327
400,401,EAH,Woodchuck,Marmota monax,,Rt 22,Rt 22 near Ancramdale,,4659434.6,620687.3,Open- Ag,some woods,,0,1,0,Columbia,620687.3,4659434.6,4/27/2001,1210,42.07771348,-73.54097379
401,402,EAH,Common raccoon,Procyon lotor,,Rt 22,"Rt 22, Copake, by Co Rd 3 or 7",,4661515,620535.9,Open- wetlands and fields,Deciduous in distance,,0,1,0,Columbia,620535.9,4661515,4/27/2001,1225,42.09646784,-73.54237472
402,403,EAH,White-tailed deer,Odocoileus virginianus,,Rt 22,"Rt 22, Copake, by Co Rd 3 or 7",,4661515,620535.9,Open- wetlands and fields,Deciduous in distance,,0,1,0,Columbia,620535.9,4661515,4/27/2001,1225,42.09646784,-73.54237472
403,404,EAH,White-tailed deer,Odocoileus virginianus,,Rt 23,Rt 23 at Mass border,,4670482.6,625589.1,Deciduous,Scattered patches of  mixed,,0,1,0,Columbia,625589.1,4670482.6,4/27/2001,1255,42.17641329,-73.47935668
404,405,EAH,Common raccoon,Procyon lotor,,Rt 23,Rt 23  west of Rt  22,took picture of SNH with  road and car,4670576.7,618296.8,deciduous-SNH,,,0,1,0,Columbia,618296.8,4670576.7,4/27/2001,1315,42.17839678,-73.56760578
405,406,EAH,Virginia opossum,Didelphis virginiana,,Rt 23,"Rt 23 at Co Rd 7, Craryville",,4670201.7,617139,sparse residential/suburban,open fields- Ag,,0,1,0,Columbia,617139,4670201.7,4/27/2001,1325,42.17519459,-73.58169626
406,407,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 23,Rt 23 at Taconic,,4673900.9,612172.7,Mixed/Decid woods,"Some open, houses and fields",,0,1,0,Columbia,612172.7,4673900.9,4/27/2001,1340,42.20922911,-73.64109744
407,408,EAH,Virginia opossum,Didelphis virginiana,,Rt 23,Rt 23 at Taconic,,4673900.9,612172.7,Mixed/Decid woods,"Some open, houses and fields",,0,1,0,Columbia,612172.7,4673900.9,4/27/2001,1340,42.20922911,-73.64109744
408,409,EAH,Common raccoon,Procyon lotor,,Rt 23,Rt 23 west of the Taconic,,4673805.1,610609.5,open-  fields,deciduous beyond,,0,1,0,Columbia,610609.5,4673805.1,4/27/2001,1345,42.20858929,-73.66004782
